plant,gt_code,sku,qty,month,due_date,day
PCR,GT  T1457 STAR,1325214617107MSXT0,178.0,2026-03,2026-03-01,1
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,925.0,2026-03,2026-03-01,1
PCR,GT 1422 MAX,1325214812074TTMX0,109.0,2026-03,2026-03-01,1
PCR,GT 1482 UHL,1325214812074TUHL0,524.0,2026-03,2026-03-01,1
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1588.0,2026-03,2026-03-01,1
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2475.0,2026-03,2026-03-01,1
PCR,GT 1583 NEO TATA,1325215813079TUNE5,518.0,2026-03,2026-03-01,1
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,433.0,2026-03,2026-03-01,1
PCR,GT 1765 ROYL,1325217515084HURL2,518.0,2026-03,2026-03-01,1
PCR,GT 1844 UXT,1325218514086HUTR0,378.0,2026-03,2026-03-01,1
PCR,GT 1844 XPC TML,1D25218014010RXPCT,475.0,2026-03,2026-03-01,1
PCR,GT 1925 XPC1,1225219Z15008SXC11,432.0,2026-03,2026-03-01,1
PCR,GT 1995 ROYL KIA,1325219515091HURL2,644.0,2026-03,2026-03-01,1
PCR,GT 2158 ROYL HYU,1325221318095HURL0,943.0,2026-03,2026-03-01,1
PCR,GT 2256 ROYL,1325222416098VURL0,128.0,2026-03,2026-03-01,1
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1094.0,2026-03,2026-03-01,1
PCR,GT 2367 RAN XATW,1325223517104TRXT0,145.0,2026-03,2026-03-01,1
PCR,GT 2476 SUP MM,1325224716111SELS0,630.0,2026-03,2026-03-01,1
PCR,GT 2676 RAN MT,1325226716123KRMT0,3.0,2026-03,2026-03-01,1
PCR,GT 2856 RAN MT,1325223916120NRMT0,22.0,2026-03,2026-03-01,1
PCR,GT1564 NEO,1325215514075TUNE0,116.0,2026-03,2026-03-01,1
PCR,GT1814 XPC,1D25218Z14008QXPC0,118.0,2026-03,2026-03-01,1
PCR,GT1914 XPC1,1D25219Z14008SXC10,284.0,2026-03,2026-03-01,1
PCR,GT1915 LT XPC1,1225219Z15008SXC10,380.0,2026-03,2026-03-01,1
PCR,GT  T1457 STAR,1325214617107MSXT0,194.0,2026-03,2026-03-02,2
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,850.0,2026-03,2026-03-02,2
PCR,GT 1422 MAX,1325214812074TTMX0,34.0,2026-03,2026-03-02,2
PCR,GT 1482 UHL,1325214812074TUHL0,428.0,2026-03,2026-03-02,2
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1577.0,2026-03,2026-03-02,2
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2513.0,2026-03,2026-03-02,2
PCR,GT 1583 NEO TATA,1325215813079TUNE5,482.0,2026-03,2026-03-02,2
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,442.0,2026-03,2026-03-02,2
PCR,GT 1765 ROYL,1325217515084HURL2,406.0,2026-03,2026-03-02,2
PCR,GT 1844 UXT,1325218514086HUTR0,402.0,2026-03,2026-03-02,2
PCR,GT 1844 XPC TML,1D25218014010RXPCT,481.0,2026-03,2026-03-02,2
PCR,GT 1925 XPC1,1225219Z15008SXC11,444.0,2026-03,2026-03-02,2
PCR,GT 1995 ROYL KIA,1325219515091HURL2,772.0,2026-03,2026-03-02,2
PCR,GT 2158 ROYL HYU,1325221318095HURL0,936.0,2026-03,2026-03-02,2
PCR,GT 2256 ROYL,1325222416098VURL0,165.0,2026-03,2026-03-02,2
PCR,GT 2267 ROYL HYU,1325221417096HURL0,992.0,2026-03,2026-03-02,2
PCR,GT 2367 RAN XATW,1325223517104TRXT0,149.0,2026-03,2026-03-02,2
PCR,GT 2476 SUP MM,1325224716111SELS0,634.0,2026-03,2026-03-02,2
PCR,GT 2856 RAN MT,1325223916120NRMT0,32.0,2026-03,2026-03-02,2
PCR,GT1564 NEO,1325215514075TUNE0,148.0,2026-03,2026-03-02,2
PCR,GT1814 XPC,1D25218Z14008QXPC0,112.0,2026-03,2026-03-02,2
PCR,GT1914 XPC1,1D25219Z14008SXC10,263.0,2026-03,2026-03-02,2
PCR,GT1915 LT XPC1,1225219Z15008SXC10,398.0,2026-03,2026-03-02,2
PCR,GT  T1457 STAR,1325214617107MSXT0,168.0,2026-03,2026-03-03,3
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,855.0,2026-03,2026-03-03,3
PCR,GT 1422 MAX,1325214812074TTMX0,169.0,2026-03,2026-03-03,3
PCR,GT 1482 UHL,1325214812074TUHL0,538.0,2026-03,2026-03-03,3
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1618.0,2026-03,2026-03-03,3
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2379.0,2026-03,2026-03-03,3
PCR,GT 1583 NEO TATA,1325215813079TUNE5,530.0,2026-03,2026-03-03,3
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,442.0,2026-03,2026-03-03,3
PCR,GT 1765 ROYL,1325217515084HURL2,594.0,2026-03,2026-03-03,3
PCR,GT 1844 UXT,1325218514086HUTR0,340.0,2026-03,2026-03-03,3
PCR,GT 1844 XPC TML,1D25218014010RXPCT,468.0,2026-03,2026-03-03,3
PCR,GT 1925 XPC1,1225219Z15008SXC11,430.0,2026-03,2026-03-03,3
PCR,GT 1995 ROYL KIA,1325219515091HURL2,636.0,2026-03,2026-03-03,3
PCR,GT 2116 ROYL HYU,1325220516095HURL4,6.0,2026-03,2026-03-03,3
PCR,GT 2158 ROYL HYU,1325221318095HURL0,938.0,2026-03,2026-03-03,3
PCR,GT 2267 ROYL HYU,1325221417096HURL0,994.0,2026-03,2026-03-03,3
PCR,GT 2367 RAN XATW,1325223517104TRXT0,122.0,2026-03,2026-03-03,3
PCR,GT 2476 SUP MM,1325224716111SELS0,623.0,2026-03,2026-03-03,3
PCR,GT 2856 RAN MT,1325223916120NRMT0,76.0,2026-03,2026-03-03,3
PCR,GT1564 NEO,1325215514075TUNE0,162.0,2026-03,2026-03-03,3
PCR,GT1814 XPC,1D25218Z14008QXPC0,122.0,2026-03,2026-03-03,3
PCR,GT1914 XPC1,1D25219Z14008SXC10,278.0,2026-03,2026-03-03,3
