plant,gt_code,sku,qty,month,due_date,day
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,782.0,2025-12,2025-12-01,1
PCR,GT 1452 XPC MM,1D25214012008QXPCM,82.0,2025-12,2025-12-01,1
PCR,GT 1483 UHL,1325214813075SUHL0,84.0,2025-12,2025-12-01,1
PCR,GT 1492 UHL,1325114812074TUHL0,14.0,2025-12,2025-12-01,1
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1134.0,2025-12,2025-12-01,1
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1908.0,2025-12,2025-12-01,1
PCR,GT 1543 XPC1,1D25215013008SXC1T,110.0,2025-12,2025-12-01,1
PCR,GT 1583 NEO TATA,1325215813079TUNE5,312.0,2025-12,2025-12-01,1
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,223.0,2025-12,2025-12-01,1
PCR,GT 1673 NEO,1325216613079HUNE0,15.0,2025-12,2025-12-01,1
PCR,GT 1765 ROYL,1325217515084HURL2,457.0,2025-12,2025-12-01,1
PCR,GT 1773 NEO,1325217613082TUNE0,195.0,2025-12,2025-12-01,1
PCR,GT 1844 XPC TML,1D25218014010RXPCT,150.0,2025-12,2025-12-01,1
PCR,GT 1925 XPC1,1225219Z15008SXC11,365.0,2025-12,2025-12-01,1
PCR,GT 1995 ROYL KIA,1325219515091HURL2,332.0,2025-12,2025-12-01,1
PCR,GT 2158 ROYL HYU,1325221318095HURL0,342.0,2025-12,2025-12-01,1
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1331.0,2025-12,2025-12-01,1
PCR,GT 2568 HT2,1325225518111HRHB0,404.0,2025-12,2025-12-01,1
PCR,GT1513 NEO,1325215513073TUNE0,385.0,2025-12,2025-12-01,1
PCR,GT1824 XPC1,1D25218Z14008RXC10,113.0,2025-12,2025-12-01,1
PCR,GT  T1457 STAR,1325214617107MSXT0,299.0,2025-12,2025-12-02,2
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,1069.0,2025-12,2025-12-02,2
PCR,GT 1452 XPC MM,1D25214012008QXPCM,54.0,2025-12,2025-12-02,2
PCR,GT 1483 UHL,1325214813075SUHL0,388.0,2025-12,2025-12-02,2
PCR,GT 1492 UHL,1325114812074TUHL0,392.0,2025-12,2025-12-02,2
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1168.0,2025-12,2025-12-02,2
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2488.0,2025-12,2025-12-02,2
