plant,gt_code,sku,qty,month,due_date,day
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,668.0,2026-07,2026-07-01,1
PCR,GT 1412 XPC MM,1D25114012008QXPC0,322.0,2026-07,2026-07-01,1
PCR,GT 1482 UHL,1325214812074TUHL0,509.0,2026-07,2026-07-01,1
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,388.0,2026-07,2026-07-01,1
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1699.0,2026-07,2026-07-01,1
PCR,GT 1583 NEO TATA,1325215813079TUNE5,473.0,2026-07,2026-07-01,1
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,565.0,2026-07,2026-07-01,1
PCR,GT 1684 ROYL,1325216814085TURL2,162.0,2026-07,2026-07-01,1
PCR,GT 1765 ROYL,1325217515084HURL2,553.0,2026-07,2026-07-01,1
PCR,GT 1773 NEO,1325217613082TUNE0,392.0,2026-07,2026-07-01,1
PCR,GT 1844 XPC TML,1D25218014010RXPCT,495.0,2026-07,2026-07-01,1
PCR,GT 1854 XPC TT,1D25118014010RXPC0,215.0,2026-07,2026-07-01,1
PCR,GT 1894 MAX,1325218614088TTMX0,394.0,2026-07,2026-07-01,1
PCR,GT 1916 ROYL,1325219416089HURL1,172.0,2026-07,2026-07-01,1
PCR,GT 1925 XPC1,1225219Z15008SXC11,422.0,2026-07,2026-07-01,1
PCR,GT 1995 ROYL KIA,1325219515091HURL2,467.0,2026-07,2026-07-01,1
PCR,GT 2158 ROYL HYU,1325221318095HURL0,758.0,2026-07,2026-07-01,1
PCR,GT 2258 RAN HPE,1325222318098HRHE0,72.0,2026-07,2026-07-01,1
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1341.0,2026-07,2026-07-01,1
PCR,GT 2275 RAN A/T,1325221615109SRAT0,70.0,2026-07,2026-07-01,1
PCR,GT 2366 ROYL,1325223516103TURL0,164.0,2026-07,2026-07-01,1
PCR,GT 2476 SUP MM,1325224716111SELS0,944.0,2026-07,2026-07-01,1
PCR,GT 2568 HT2,1325225518111HRHB0,468.0,2026-07,2026-07-01,1
PCR,GT 2568 RAN AT,1325225518111HRAT0,246.0,2026-07,2026-07-01,1
PCR,GT1564 NEO,1325215514075TUNE0,351.0,2026-07,2026-07-01,1
PCR,GT1915 LT XPC1,1225219Z15008SXC10,372.0,2026-07,2026-07-01,1
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,681.0,2026-07,2026-07-02,2
PCR,GT 1412 XPC MM,1D25114012008QXPC0,236.0,2026-07,2026-07-02,2
PCR,GT 1482 UHL,1325214812074TUHL0,370.0,2026-07,2026-07-02,2
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,412.0,2026-07,2026-07-02,2
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1667.0,2026-07,2026-07-02,2
PCR,GT 1543 XPC1,1D25215013008SXC1T,144.0,2026-07,2026-07-02,2
PCR,GT 1583 NEO TATA,1325215813079TUNE5,680.0,2026-07,2026-07-02,2
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,420.0,2026-07,2026-07-02,2
PCR,GT 1684 ROYL,1325216814085TURL2,170.0,2026-07,2026-07-02,2
PCR,GT 1765 ROYL,1325217515084HURL2,745.0,2026-07,2026-07-02,2
PCR,GT 1773 NEO,1325217613082TUNE0,400.0,2026-07,2026-07-02,2
PCR,GT 1844 XPC TML,1D25218014010RXPCT,469.0,2026-07,2026-07-02,2
PCR,GT 1854 XPC TT,1D25118014010RXPC0,34.0,2026-07,2026-07-02,2
PCR,GT 1894 MAX,1325218614088TTMX0,352.0,2026-07,2026-07-02,2
PCR,GT 1916 ROYL,1325219416089HURL1,78.0,2026-07,2026-07-02,2
PCR,GT 1925 XPC1,1225219Z15008SXC11,446.0,2026-07,2026-07-02,2
PCR,GT 1995 ROYL KIA,1325219515091HURL2,401.0,2026-07,2026-07-02,2
PCR,GT 2158 ROYL HYU,1325221318095HURL0,772.0,2026-07,2026-07-02,2
PCR,GT 2258 RAN HPE,1325222318098HRHE0,316.0,2026-07,2026-07-02,2
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1215.0,2026-07,2026-07-02,2
PCR,GT 2275 RAN A/T,1325221615109SRAT0,116.0,2026-07,2026-07-02,2
PCR,GT 2366 ROYL,1325223516103TURL0,76.0,2026-07,2026-07-02,2
PCR,GT 2476 SUP MM,1325224716111SELS0,936.0,2026-07,2026-07-02,2
PCR,GT 2568 HT2,1325225518111HRHB0,484.0,2026-07,2026-07-02,2
PCR,GT 2568 RAN AT,1325225518111HRAT0,270.0,2026-07,2026-07-02,2
PCR,GT1564 NEO,1325215514075TUNE0,380.0,2026-07,2026-07-02,2
PCR,GT1915 LT XPC1,1225219Z15008SXC10,383.0,2026-07,2026-07-02,2
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,620.0,2026-07,2026-07-03,3
PCR,GT 1412 XPC MM,1D25114012008QXPC0,301.0,2026-07,2026-07-03,3
PCR,GT 1482 UHL,1325214812074TUHL0,442.0,2026-07,2026-07-03,3
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,578.0,2026-07,2026-07-03,3
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1388.0,2026-07,2026-07-03,3
PCR,GT 1543 XPC1,1D25215013008SXC1T,610.0,2026-07,2026-07-03,3
PCR,GT 1583 NEO TATA,1325215813079TUNE5,423.0,2026-07,2026-07-03,3
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,540.0,2026-07,2026-07-03,3
PCR,GT 1684 ROYL,1325216814085TURL2,186.0,2026-07,2026-07-03,3
