plant,gt_code,sku,qty,month,due_date,day
PCR,GT  T1457 STAR,1325214617107MSXT0,337.0,2026-06,2026-06-01,1
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,747.0,2026-06,2026-06-01,1
PCR,GT 1482 UHL,1325214812074TUHL0,519.0,2026-06,2026-06-01,1
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,934.0,2026-06,2026-06-01,1
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2876.0,2026-06,2026-06-01,1
PCR,GT 1583 NEO TATA,1325215813079TUNE5,326.0,2026-06,2026-06-01,1
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,333.0,2026-06,2026-06-01,1
PCR,GT 1672 SPT,1325216612077TUSP0,146.0,2026-06,2026-06-01,1
PCR,GT 1673 NEO,1325216613079HUNE0,184.0,2026-06,2026-06-01,1
PCR,GT 1684 ROYL,1325216814085TURL2,118.0,2026-06,2026-06-01,1
PCR,GT 1765 ROYL,1325217515084HURL2,403.0,2026-06,2026-06-01,1
PCR,GT 1844 XPC TML,1D25218014010RXPCT,235.0,2026-06,2026-06-01,1
PCR,GT 1865 ROYL RENO,1325218515088TURL1,158.0,2026-06,2026-06-01,1
PCR,GT 1894 MAX,1325218614088TTMX0,184.0,2026-06,2026-06-01,1
PCR,GT 1925 XPC1,1225219Z15008SXC11,520.0,2026-06,2026-06-01,1
PCR,GT 1995 ROYL KIA,1325219515091HURL2,1138.0,2026-06,2026-06-01,1
PCR,GT 2158 ROYL HYU,1325221318095HURL0,556.0,2026-06,2026-06-01,1
PCR,GT 2258 RAN HPE,1325222318098HRHE0,374.0,2026-06,2026-06-01,1
PCR,GT 2267 ROYL HYU,1325221417096HURL0,902.0,2026-06,2026-06-01,1
PCR,GT 2476 SUP MM,1325224716111SELS0,772.0,2026-06,2026-06-01,1
PCR,GT 2568 HT2,1325225518111HRHB0,626.0,2026-06,2026-06-01,1
PCR,GT 2617 RAN XAT,1325226517112HRXT0,144.0,2026-06,2026-06-01,1
PCR,GT 2618 RAN ATB,1325225518111HRAT1,134.0,2026-06,2026-06-01,1
PCR,GT2266 RAN HT,1325221516098HRHT0,131.0,2026-06,2026-06-01,1
PCR,GT  T1457 STAR,1325214617107MSXT0,367.0,2026-06,2026-06-02,2
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,806.0,2026-06,2026-06-02,2
PCR,GT 1482 UHL,1325214812074TUHL0,484.0,2026-06,2026-06-02,2
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,979.0,2026-06,2026-06-02,2
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2822.0,2026-06,2026-06-02,2
