plant,gt_code,sku,qty,month,due_date,day
PCR,GT  T1457 STAR,1325214617107MSXT0,182.0,2026-04,2026-04-01,1
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,967.0,2026-04,2026-04-01,1
PCR,GT 1422 MAX,1325214812074TTMX0,90.0,2026-04,2026-04-01,1
PCR,GT 1482 UHL,1325214812074TUHL0,358.0,2026-04,2026-04-01,1
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1454.0,2026-04,2026-04-01,1
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2531.0,2026-04,2026-04-01,1
PCR,GT 1543 XPC1,1D25215013008SXC1T,47.0,2026-04,2026-04-01,1
PCR,GT 1583 NEO TATA,1325215813079TUNE5,345.0,2026-04,2026-04-01,1
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,445.0,2026-04,2026-04-01,1
PCR,GT 1765 ROYL,1325217515084HURL2,677.0,2026-04,2026-04-01,1
PCR,GT 1844 XPC TML,1D25218014010RXPCT,356.0,2026-04,2026-04-01,1
PCR,GT 1854 XPC TT,1D25118014010RXPC0,124.0,2026-04,2026-04-01,1
PCR,GT 1856 ROYL,1325218316083HURL0,236.0,2026-04,2026-04-01,1
PCR,GT 1894 MAX,1325218614088TTMX0,578.0,2026-04,2026-04-01,1
PCR,GT 1925 XPC1,1225219Z15008SXC11,562.0,2026-04,2026-04-01,1
PCR,GT 1966 RAN HPE,1325219416089VRHE0,182.0,2026-04,2026-04-01,1
PCR,GT 1995 ROYL KIA,1325219515091HURL2,531.0,2026-04,2026-04-01,1
PCR,GT 2076 RAN HT,1325220416092HRHT0,336.0,2026-04,2026-04-01,1
PCR,GT 2158 ROYL HYU,1325221318095HURL0,518.0,2026-04,2026-04-01,1
PCR,GT 2226 LEVI,1325222316099YLEVY,138.0,2026-04,2026-04-01,1
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1273.0,2026-04,2026-04-01,1
PCR,GT 2568 HT2,1325225518111HRHB0,310.0,2026-04,2026-04-01,1
PCR,GT 2575 RAN A/T,1325220615106SRAT0,118.0,2026-04,2026-04-01,1
PCR,GT 3105 RAN XAT,1325231015109RRXT0,66.0,2026-04,2026-04-01,1
PCR,GT 3115 RAN,1325210015109QRAT0,116.0,2026-04,2026-04-01,1
PCR,GT1564 NEO,1325215514075TUNE0,256.0,2026-04,2026-04-01,1
PCR,GT1914 XPC1,1D25219Z14008SXC10,273.0,2026-04,2026-04-01,1
PCR,GT1915 LT XPC1,1225219Z15008SXC10,30.0,2026-04,2026-04-01,1
PCR,GT  T1457 STAR,1325214617107MSXT0,178.0,2026-04,2026-04-02,2
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,958.0,2026-04,2026-04-02,2
PCR,GT 1422 MAX,1325214812074TTMX0,182.0,2026-04,2026-04-02,2
PCR,GT 1482 UHL,1325214812074TUHL0,362.0,2026-04,2026-04-02,2
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1300.0,2026-04,2026-04-02,2
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2535.0,2026-04,2026-04-02,2
